# Residuals                 
# Time                      	p                           	Ux                          	Uy                          	e                           	k                           	omega                       
4.70097e-08                 	8.00758216345563270122e-10	1.90369063806031839834e-11	3.96614802006527754592e-10	2.66107404036634795268e-08	3.04705763236334384396e-07	1.47657971087380369979e-11
4.70733e-08                 	8.31217418479408184497e-10	2.17274928121671053960e-11	4.41069800312913684777e-10	2.74579130514515163664e-08	3.16390909780705878230e-07	1.53297993218707014091e-11
4.71437e-08                 	9.18635476016903842402e-10	2.12213462224114284273e-11	4.31788466285739508901e-10	3.03971403397230469106e-08	3.50684635020363988268e-07	1.69888009962026563885e-11
4.72241e-08                 	1.04642057174903767821e-09	2.43702119826216027294e-11	4.96404323251487832174e-10	3.45425695706107381702e-08	3.99850249930690659589e-07	1.75267955620627488763e-11
4.72934e-08                 	9.05271660027976457431e-10	1.93844798462131038745e-11	4.29056496648110236169e-10	2.97774932638675523981e-08	3.45099827316982487198e-07	1.67237210949047879342e-11
4.73637e-08                 	9.16328235746970743374e-10	1.89305746203336682051e-11	4.70825420145670108800e-10	3.10805094290486951211e-08	3.50045876836204276328e-07	1.54105151903533406424e-11
4.74397e-08                 	9.88201140684128277731e-10	1.94779032818912472440e-11	4.48845550964376824134e-10	3.33345108647729171362e-08	3.75525919919793865995e-07	1.42133300189355810730e-11
4.75309e-08                 	1.18379831845310830152e-09	2.97642043393855549925e-11	5.95073779968356907703e-10	3.99375926550946186605e-08	4.50057743427355081236e-07	1.65439496796642273338e-11
4.76377e-08                 	1.37870234405498607033e-09	3.69529754319053038666e-11	1.11413881145714556189e-09	4.62945978221925273872e-08	5.26683151546870990629e-07	1.92888469752405282270e-11
4.77658e-08                 	1.64443049237253658457e-09	4.65137344244777672009e-11	1.30985813461905740449e-09	5.38038324094725243767e-08	6.31964595096477312040e-07	2.30232412892608258806e-11
4.79195e-08                 	1.96271410703570278220e-09	3.91650976879891011065e-11	1.29083837622134474749e-09	6.37666958128592275345e-08	7.60107638098584791419e-07	2.90150876224129481590e-11
4.80989e-08                 	2.29015792962499473408e-09	3.87207534517892984441e-11	1.47121843447156183849e-09	7.47724382287572121087e-08	8.92870910112258434112e-07	3.87043802264920565601e-11
4.81798e-08                 	1.04542736211474865788e-09	3.58895248343218516230e-11	7.66994830482270765645e-10	3.39123402836748499281e-08	4.03055385622588908389e-07	1.94960952004236151798e-11
4.8277e-08                  	1.25083071310285660390e-09	3.51195786592916985278e-11	8.84917964176738065841e-10	4.00212833997774214245e-08	4.83662437608154651494e-07	2.33707371400452591795e-11
4.83936e-08                 	1.49539060721611886198e-09	3.22740751060136730695e-11	9.35375748602921330772e-10	4.81911283286377710883e-08	5.80385059362187153315e-07	2.79945679927868869023e-11
4.85335e-08                 	1.78954780144124704289e-09	2.07038991993291555174e-11	1.02112405138880598845e-09	5.69729433759073672595e-08	6.96480125788436085248e-07	3.35505459257688392618e-11
4.86731e-08                 	1.78616736525820462802e-09	2.46822189134738193740e-11	1.09741985262688478628e-09	5.54505033131201170182e-08	6.94800734652500836261e-07	3.02976807290950927428e-11
4.87777e-08                 	1.34691559318705135585e-09	3.25148712560200382231e-11	9.16000181759297891424e-10	4.06611508609173235002e-08	5.20478999316986921096e-07	2.51543706348856002979e-11
4.88676e-08                 	1.16165925008696011962e-09	1.38057445543369381430e-11	7.31570280486772313087e-10	3.55934044069651483094e-08	4.44869964352438300400e-07	1.94071226022062850629e-11
4.89494e-08                 	1.05807196646335654981e-09	2.15212684566024917881e-11	6.74605182672644489464e-10	3.17710435604746644235e-08	4.06705910378273697831e-07	1.92304518422865199587e-11
4.90302e-08                 	1.04360017906941971203e-09	3.55697022562096261530e-11	8.85281612312547084613e-10	3.07279863918273078785e-08	4.01970284500100233016e-07	2.12580041309402263685e-11
4.91134e-08                 	1.07600480070199249948e-09	2.10093703870712821362e-11	8.97733581799008421635e-10	3.09567057461394903798e-08	4.14561288137557979980e-07	2.00775169442428388045e-11
4.92016e-08                 	1.14022216459693292562e-09	4.34132291383777504059e-11	9.88425854227994309184e-10	3.21319058006511227105e-08	4.39096091259530063699e-07	2.31894644398217806278e-11
4.92812e-08                 	1.02944692681570512886e-09	1.93693333671494684720e-11	8.10749857304827203224e-10	2.99678719011612867420e-08	3.95949936433952423796e-07	1.91835845616391242389e-11
4.93599e-08                 	1.01825126008220655628e-09	1.49882778104616916411e-11	6.48717280461509593495e-10	2.93421873035467030865e-08	3.91994596028202809815e-07	1.89935302175523196929e-11
4.94404e-08                 	1.04086025570635771164e-09	2.45686818657491300475e-11	5.95562923010859611845e-10	2.98383796323412738296e-08	4.00783374781085691348e-07	1.94177624942872775128e-11
4.95251e-08                 	1.09439808874915964212e-09	1.72542487514704787314e-11	6.56182801323973465708e-10	3.08645073421524710811e-08	4.21616171055705406141e-07	2.04225096452214084848e-11
4.9615e-08                  	1.15970104357552595597e-09	1.40723376507281516345e-11	6.70442838671451102807e-10	3.36698077336652546587e-08	4.47545036535953850407e-07	2.16725624549799363657e-11
4.97096e-08                 	1.21829822192276225950e-09	1.47406932891966029196e-11	6.96968186641697403973e-10	3.45589224806913764797e-08	4.70573595892387778607e-07	2.27824448898845831857e-11
4.98069e-08                 	1.25801475930838559311e-09	4.19376754322680200963e-11	8.68244190610301035916e-10	3.52481941215071224624e-08	4.84621029665441188242e-07	2.55584283729187990865e-11
4.98642e-08                 	7.46693445269624871810e-10	1.05881550547400667762e-11	4.28361216968530048607e-10	2.18319065732363130881e-08	2.85174540515422840445e-07	1.38427068617706164284e-11
4.9933e-08                  	8.91059448435249372893e-10	1.09593788545103140087e-11	4.82551078679920561575e-10	2.54328740217644484186e-08	3.42210809646782991315e-07	1.65979656254805665972e-11
5.00155e-08                 	1.06679085661248683797e-09	1.71673858877452066126e-11	6.07303668019082627211e-10	3.02530470443671537325e-08	4.10656171976709965469e-07	1.98980994570630725896e-11
5.01145e-08                 	1.27920025051298615349e-09	4.68429816993803922078e-11	8.66610363721419421810e-10	3.60436043688868863453e-08	4.92792365896936327114e-07	2.36853923531466552874e-11
5.01839e-08                 	9.02970188883438784446e-10	1.44109311932798067407e-11	3.65070829273016434348e-10	2.59439996553344493532e-08	3.45825976351558200581e-07	1.65751045643934811797e-11
5.02635e-08                 	1.02919161854104263686e-09	3.39283141976030588404e-11	6.62799416972332147164e-10	3.02188288409236813305e-08	3.92459783609376322779e-07	1.61217604397274620939e-11
5.03429e-08                 	1.02391128598770335413e-09	5.41588327729815041672e-11	8.06951881699275570624e-10	2.93620690710746477317e-08	3.91989076107497786560e-07	1.60561787484526326844e-11
5.04219e-08                 	1.02150661043189097037e-09	5.62961665789742830234e-11	8.24292428806408798989e-10	2.88052077142917062270e-08	3.94198107332526750030e-07	1.89512137840212545227e-11
5.04797e-08                 	7.52636732296138929907e-10	2.11132966808214251395e-11	3.95197744540157243451e-10	2.21097017626834688792e-08	2.88320071540045307261e-07	1.24927325398665827897e-11
5.0526e-08                  	6.07342330024351713290e-10	1.71824642338747584797e-11	3.13740619337947711219e-10	1.79523037733528250071e-08	2.30584963963362461613e-07	9.58997112950303354942e-12
5.05654e-08                 	5.18652943259053800162e-10	2.32666120887244522238e-11	3.60445147859664670413e-10	1.61012441606687974871e-08	1.96222870790413163364e-07	8.03476546852584709221e-12
5.06056e-08                 	5.28609609151530154544e-10	1.36998168830171963538e-11	2.49713258180389134126e-10	1.70281804784154382311e-08	1.99012637718855094386e-07	8.23922817808751300723e-12
5.06515e-08                 	6.01541208388484855030e-10	1.84338096837782999642e-11	3.11957406086988216151e-10	1.84213470047412418557e-08	2.26968467058316892815e-07	9.41137584521367353085e-12
5.07065e-08                 	7.18048746840494037236e-10	4.61712479177498616933e-11	6.59191347526356797990e-10	2.21677595019128566335e-08	2.71613484698232254448e-07	1.13475650972304925611e-11
5.07685e-08                 	8.10387023154187318888e-10	5.38191276524482996835e-11	7.69298287165620191504e-10	2.56028275718895298235e-08	3.06402753813892966658e-07	1.28715219070137883631e-11
5.08305e-08                 	8.11061338576457178664e-10	4.87382015092661258169e-11	6.61069883931879539762e-10	2.58865034693102767926e-08	3.07060997698742533350e-07	1.35789936638483918165e-11
5.08926e-08                 	8.13717887039058160479e-10	6.25449823864692171355e-11	7.82692833753860086548e-10	2.65870668574136069796e-08	3.06293678732526136099e-07	1.27589502876913437158e-11
5.09547e-08                 	8.15773170981283661518e-10	6.72896311406531658091e-11	8.73898226627055893982e-10	2.71366500437176610415e-08	3.06388452012625319403e-07	1.26763864114613901434e-11
5.1022e-08                  	8.83353460400448641308e-10	9.01525671836575629123e-11	1.06999301861341053386e-09	2.98111893129318345012e-08	3.32498197086483351493e-07	1.52543680322575884126e-11
5.10919e-08                 	9.17130758196906314060e-10	6.54599538835826638659e-11	8.40297063568399070904e-10	3.19384877193974477037e-08	3.44577407312629216434e-07	1.42177209839100768250e-11
5.11628e-08                 	9.30959119946716403467e-10	7.63153316926021145218e-11	1.23848465839916576099e-09	3.29458403313050768313e-08	3.49832327718356705168e-07	1.43941931670137128484e-11
5.12341e-08                 	9.40035483316302649580e-10	7.02816300671795115038e-11	9.15197254354052361308e-10	3.37203981500080208927e-08	3.52082360675428517115e-07	1.45151727678105142904e-11
5.13057e-08                 	9.43371333737612651404e-10	5.29295151745095534544e-11	7.08211541064516217432e-10	3.61838549526993691353e-08	3.53078733402508195983e-07	1.45520802256549352507e-11
5.13773e-08                 	9.46057564979406043782e-10	5.89504035959588100990e-11	7.72275487088142278914e-10	3.68182876220487357006e-08	3.53355532246320384723e-07	1.45633198528145124297e-11
5.14507e-08                 	9.68444223526201466746e-10	5.65820743308333692833e-11	6.21317303345116069206e-10	4.02171203328298777286e-08	3.61881511675951122306e-07	1.65952850740487447660e-11
5.15241e-08                 	9.70970621813326602508e-10	7.17029068674120077694e-11	7.82378134695538604229e-10	3.87079724295149914828e-08	3.62201551230203506382e-07	1.49358114466782102550e-11
5.15976e-08                 	9.73516831921538192439e-10	7.27991808558319792377e-11	8.16201934764668429537e-10	3.94044235757334881255e-08	3.62543327568580567954e-07	1.49587262620950662920e-11
5.16701e-08                 	9.62587008269494731938e-10	7.10447392383237979962e-11	7.88086333932069530048e-10	4.03257832387187398871e-08	3.57931102161596525615e-07	1.47858140794289022212e-11
5.17399e-08                 	9.29382014774990879132e-10	7.65086688619772278389e-11	8.36920606356649769278e-10	3.93606353593477361022e-08	3.44612430786114695489e-07	1.58616186882613131947e-11
5.17991e-08                 	7.91250083561730919699e-10	5.80474506232223179462e-11	6.33507381145752505561e-10	3.46672309636810002181e-08	2.92149943595545037555e-07	1.21103239731036314073e-11
5.18503e-08                 	6.86511639019716637289e-10	4.99743656535568325631e-11	5.44928264747425181234e-10	2.97661208779755622794e-08	2.52317695116070064914e-07	1.04673243341612720098e-11
5.18986e-08                 	6.48342580270754383616e-10	5.16079107184255603936e-11	5.45682606017209998236e-10	2.79598605956314065265e-08	2.38429756261412221260e-07	9.89187779203298488388e-12
5.19452e-08                 	6.26071850630063121466e-10	5.36190177809329696992e-11	5.65825955782656966953e-10	2.69381637603968574352e-08	2.29816966663800458915e-07	1.06023407511670983944e-11
5.19895e-08                 	5.96774814917178274792e-10	4.70095813067113251063e-11	5.12020486971228212027e-10	2.57353109538071690962e-08	2.18799714782172638731e-07	9.07680417123144938558e-12
5.20313e-08                 	5.63144409685089425851e-10	4.40543795735698738853e-11	4.81474421161093300200e-10	2.42950390609130999067e-08	2.06079114647751788846e-07	8.54192908060831687084e-12
5.20709e-08                 	5.35230436087035261500e-10	4.16596774778883565855e-11	4.56529477644617354662e-10	2.31662649502258845318e-08	1.95893986011993135410e-07	9.02056968913469591912e-12
5.21075e-08                 	4.94315596088553790852e-10	3.81324456045828308416e-11	4.17225667378408534009e-10	2.13274572144282994867e-08	1.80555344719508638012e-07	7.46144449151377752624e-12
5.21424e-08                 	4.73003636898512455395e-10	3.61750533317337265119e-11	3.92624266478982918574e-10	2.07278350424776095004e-08	1.72333755382791524411e-07	7.11706949187070824836e-12
5.2177e-08                  	4.68900985109561465577e-10	3.56324223347181111078e-11	3.83787086188933181311e-10	2.09773648831564838424e-08	1.70811565874216634823e-07	7.84598960608164748871e-12
5.22127e-08                 	4.82394393301369785835e-10	3.70123430486121948319e-11	3.98498307934821941190e-10	2.19154125986436824054e-08	1.76079326885833186621e-07	7.26872331142438938694e-12
5.2249e-08                  	4.89818575837058525075e-10	3.68731585660866211566e-11	3.91791872261128763597e-10	2.24098651192477038961e-08	1.78952645814522112536e-07	7.38634457777841932609e-12
5.22863e-08                 	5.03771149489852035453e-10	3.77686834347999650885e-11	3.97759318084676629852e-10	2.30682724988432220026e-08	1.84457766109037195977e-07	8.46888778748576729338e-12
5.23261e-08                 	5.35577716111091312837e-10	3.98772497190337241471e-11	4.16464886895685867780e-10	2.44523833774320108099e-08	1.96651599704972612194e-07	8.10502738497636964855e-12
5.23696e-08                 	5.84880468981371407908e-10	4.33433699075278210472e-11	4.45130912964333053365e-10	2.67353458453037708244e-08	2.14760841669554324512e-07	8.86347372155732773159e-12
5.24186e-08                 	6.55759261663628470489e-10	4.83965472064858514961e-11	4.92707481938884566088e-10	2.99710195312700894515e-08	2.41487976690568535360e-07	1.10884743765074183324e-11
5.24737e-08                 	7.35835952279297176572e-10	5.69061126846040060254e-11	5.72882487974423709626e-10	3.39414222969659874766e-08	2.71692010784780795253e-07	1.12095436946189421529e-11
5.2534e-08                  	8.05944383108802802359e-10	5.42029046869467319654e-11	6.45238174711429641646e-10	3.78280605693856244388e-08	2.97693589152186631382e-07	1.36622319514934167906e-11
5.25998e-08                 	8.76323673447080650706e-10	4.39162841848831151238e-11	5.27330118124423376799e-10	4.14498296890547635715e-08	3.24459147522751635377e-07	1.33701485015882351190e-11
5.26726e-08                 	9.70641151021212394515e-10	5.61428166707161133714e-11	6.43719476856813539688e-10	4.45670274838089570809e-08	3.59504162701607468254e-07	1.48153265258408707494e-11
5.27377e-08                 	8.69201351486859708372e-10	3.87746415481298913993e-11	4.61965654486710119672e-10	4.26842970707136181352e-08	3.21432112902248032576e-07	1.49639199772125832367e-11
5.28113e-08                 	9.74524715045301450925e-10	5.49137878656937762420e-11	5.48705921513158167816e-10	4.50937964059279414982e-08	3.63047092156786855231e-07	1.51418191745337638938e-11
5.2885e-08                  	9.75557826588616102810e-10	6.09999996056442628266e-11	6.48411286028393096465e-10	4.43092704340416421210e-08	3.63659165256375754007e-07	1.68374994651397342630e-11
5.29584e-08                 	9.72446891936300244874e-10	5.92780390405714512342e-11	6.06338496771592997251e-10	4.58064863020342500667e-08	3.62476569720680932121e-07	1.49770980962527051992e-11
5.30318e-08                 	9.71371428685028589380e-10	7.24800204682909103597e-11	6.53827548527482800372e-10	4.53081715227243301432e-08	3.61849038421792846288e-07	1.65974302612510336532e-11
5.31051e-08                 	9.72662744119197565351e-10	7.09019427330195595136e-11	6.45363252891368611336e-10	4.66754270369645639947e-08	3.61666820647097160316e-07	1.49133811267984161181e-11
5.31785e-08                 	9.72918824580926338700e-10	5.86453561388374256659e-11	6.05401334272996387671e-10	4.72480501138399476536e-08	3.62129267815938594811e-07	1.66295624401625860163e-11
5.32519e-08                 	9.73038769564872478007e-10	6.07906189568491600027e-11	5.46249441692719490565e-10	4.59225942823503497164e-08	3.62080089771518771117e-07	1.49874201677060563290e-11
5.33251e-08                 	9.69892204748387009709e-10	6.51440187055926882689e-11	5.99436726758363926004e-10	4.54483809246319646521e-08	3.61803939511481816779e-07	1.67806918339034977698e-11
5.33984e-08                 	9.69891927928287239916e-10	6.04073775071586823448e-11	5.35322875214709673601e-10	4.58863019967568316724e-08	3.61492662691479433998e-07	1.51429806848513541045e-11
5.3471e-08                  	9.65910370848188126856e-10	7.18306973929403828191e-11	5.72313947904401899888e-10	4.75687599410896694031e-08	3.58424319704318324419e-07	1.66371319861928358715e-11
5.35426e-08                 	9.54739327278175911979e-10	5.55805484549650048138e-11	4.41683055921305733034e-10	4.79908371901458275864e-08	3.53787914013917436557e-07	1.47696964636648931936e-11
5.36133e-08                 	9.43165323843155777116e-10	6.80316476190737552359e-11	5.56045799034274041293e-10	4.50754480439502653795e-08	3.49168576674950334471e-07	1.63041569788267194090e-11
5.36833e-08                 	9.33857822647077766790e-10	6.09975601184120384729e-11	5.31955533696737193553e-10	4.57573231453690362770e-08	3.45647228030939762315e-07	1.46448703425554740263e-11
5.37527e-08                 	9.27903643156719382300e-10	6.13106139528960563298e-11	5.43672412163352161810e-10	4.45841886534615643964e-08	3.42985993013196084431e-07	1.62875467480510269138e-11
5.38216e-08                 	9.23628330133667785215e-10	6.89256760113855721507e-11	5.79864604269420270225e-10	4.37761403535961001613e-08	3.40754436243694160091e-07	1.45750020282479496687e-11
5.38902e-08                 	9.21057093256325195512e-10	6.28732449457906709434e-11	5.51573218278158167999e-10	4.40966687871363303691e-08	3.39225822356523723782e-07	1.61739141345134406288e-11
5.39586e-08                 	9.19651045955846412117e-10	6.10300847092850719634e-11	5.61147154435448832598e-10	4.51121753821567548767e-08	3.37867936241415584481e-07	1.43961696408334694395e-11
5.40315e-08                 	9.81506524192150995054e-10	6.58712132780341027864e-11	5.89431336038554574360e-10	4.84582387230878660934e-08	3.59591413824600652432e-07	1.65694859544744360138e-11
5.40885e-08                 	7.71626551758078494899e-10	5.89847696267730704112e-11	5.16516534752230106455e-10	3.86203779335740673629e-08	2.81502250258555624616e-07	1.19306994835452460082e-11
5.4137e-08                  	6.59349950515719285066e-10	4.82904842716131716647e-11	4.51253251371941673723e-10	3.18076878688548309149e-08	2.40236122419931248356e-07	1.18961710730904353833e-11
5.41823e-08                 	6.15416467069851462693e-10	4.01141924685134452833e-11	3.82925695191170531193e-10	2.92376353992428680888e-08	2.25626012661839756808e-07	1.09225770497472712884e-11
5.42271e-08                 	6.07054887942504295396e-10	6.60232622856039502081e-11	4.39703549589018141568e-10	2.80620712304232624873e-08	2.23112190776552229725e-07	1.18533377731066546494e-11
5.42703e-08                 	5.85255754160648680652e-10	3.47421679719597457447e-11	3.56957585930804186551e-10	2.65780090892676486117e-08	2.13283993820844720415e-07	8.79801517253875978035e-12
5.43129e-08                 	5.75888500206611623699e-10	3.63555186166320710652e-11	2.65654449015860552768e-10	2.54226160528228427857e-08	2.10106264331693701839e-07	8.90204654080545940805e-12
5.43537e-08                 	5.51787485157380188589e-10	3.07245014186321388859e-11	2.63779046592835095441e-10	2.37665991864569109318e-08	2.01183023609913656939e-07	7.58928614013111941607e-12
5.43931e-08                 	5.32543502876982335615e-10	3.29450252757907506619e-11	2.57016224848012431965e-10	2.41700834917756897794e-08	1.94239651459349119359e-07	8.22905498765709445275e-12
5.44272e-08                 	4.64391477889720925634e-10	3.02444932968855773383e-11	2.54990626368383854293e-10	2.14137116675484354680e-08	1.68175786269273125086e-07	6.34188869406704282315e-12
5.44561e-08                 	3.98044635848947737605e-10	2.16841687160598171515e-11	1.69050533883140587368e-10	1.84124547417373308145e-08	1.42819439195160607249e-07	6.04912453323892868918e-12
5.44828e-08                 	3.68931799356551237358e-10	2.14585709102832234467e-11	2.18846388976154013347e-10	1.71691121144873941936e-08	1.31469667965241538513e-07	4.95661875982343178396e-12
5.45093e-08                 	3.67662678134931363864e-10	2.48859835129307609251e-11	2.21091757036709379427e-10	1.73678044180329750275e-08	1.30977529648836484190e-07	5.54740398605456231268e-12
5.45376e-08                 	3.89880640426305270879e-10	2.23627647707067757603e-11	2.03372427268048009876e-10	1.85749099421519447522e-08	1.39319455273365101473e-07	5.25319017151166086870e-12
5.45692e-08                 	4.34049672502613481703e-10	2.45924196706861732856e-11	2.21882602263482386622e-10	2.05718761631793494946e-08	1.55947948935546842555e-07	6.60644057463360482899e-12
5.46065e-08                 	5.07886201203297692420e-10	3.02203739057852683180e-11	2.73660689056586642423e-10	2.39755869621238793084e-08	1.84207389586407140969e-07	6.94864557497434059134e-12
5.46513e-08                 	6.07404400258862189754e-10	3.31230634394918921030e-11	2.91487240785104212220e-10	2.89872144183884324213e-08	2.21049089167693850664e-07	9.36900128227813127428e-12
5.47051e-08                 	7.27691647294941455281e-10	4.66252419783747115937e-11	3.90209746284705418868e-10	3.52849576112667568264e-08	2.65258688444958093196e-07	1.00130707244436441756e-11
5.47696e-08                 	8.70473192071647206133e-10	4.84329787026904420398e-11	4.02020893974652068558e-10	5.43386347880496658874e-08	3.18310720515990727260e-07	1.35004998014353065572e-11
5.48359e-08                 	8.94183976646600133865e-10	8.92214866168915856694e-11	4.48209349546450661827e-10	4.69786799615350995382e-08	3.26747903318564698341e-07	1.08928837438099389584e-11
5.4904e-08                  	9.20829020493055574396e-10	2.77079591892790301693e-11	2.31538327058839560301e-10	5.04100130607216151081e-08	3.36303608315303805064e-07	1.27735109514181711779e-11
5.49761e-08                 	9.68094172389342507529e-10	3.44140519923987274654e-11	2.65867017898317433245e-10	4.83641879726748519886e-08	3.55623585956605432428e-07	1.18535626275220289880e-11
5.50488e-08                 	9.72034542024995382822e-10	3.48533682992295042600e-11	3.20439700497150995036e-10	4.62444834654374763527e-08	3.58398690131002478713e-07	1.36116697568326295511e-11
5.51214e-08                 	9.70599868520166003537e-10	4.13547404586318488076e-11	2.77279732910723707191e-10	4.57095912475905716886e-08	3.58308159308763919909e-07	1.19429565637869281104e-11
5.5194e-08                  	9.69846635802466853134e-10	4.41928313219271241689e-11	3.22562380835560080859e-10	4.37144717086209921794e-08	3.58238223347056420536e-07	1.36063950912108201296e-11
5.52667e-08                 	9.72579871509045863333e-10	3.82315708622095611834e-11	2.94147219092603997886e-10	4.26990338717937630966e-08	3.58425804621836731168e-07	1.19536064835557503894e-11
5.53393e-08                 	9.71065602519320707914e-10	5.21380982468709368480e-11	2.64377889792670416353e-10	4.20183706173932674896e-08	3.58068643458001914990e-07	1.36277765767948712209e-11
5.54233e-08                 	1.11911656224121023670e-09	5.33092268997315193654e-11	3.08601885698418856153e-10	4.77978069947254698628e-08	4.14458958583190229918e-07	1.38353341819539876178e-11
5.55104e-08                 	1.15816468628259456066e-09	5.42489805906479796846e-11	3.18404747023789288526e-10	4.87205993926775172994e-08	4.29844494538901246735e-07	1.63809699592165742124e-11
5.56001e-08                 	1.19066860867412273846e-09	6.59785075464299796987e-11	3.54970664532242268137e-10	5.05333223462140664159e-08	4.42779568852525498936e-07	1.48767075816527339098e-11
5.57002e-08                 	1.32585832057595176950e-09	6.78258420150338949983e-11	3.39121210772752517495e-10	5.29658858487600464534e-08	4.94230500328766692895e-07	1.88786959802195205930e-11
5.58052e-08                 	1.38903219641316287205e-09	7.24941704874893716057e-11	3.69259151541947806588e-10	5.45112632662894490191e-08	5.19370183094498277894e-07	1.73779280875077973831e-11
5.59063e-08                 	1.33748041383988860532e-09	6.71191582909747150976e-11	3.79964488983711468502e-10	5.18473986566199229740e-08	4.99548255763853325258e-07	1.90119317428822590113e-11
5.60134e-08                 	1.41670044745063578064e-09	4.54191588774923693650e-11	3.08425318284260863043e-10	5.40816867966034775187e-08	5.30039124756807790693e-07	1.77154009831683762169e-11
5.61207e-08                 	1.42283542144409820829e-09	4.45968327536596621940e-11	2.88083632861262190470e-10	5.30186749286948329991e-08	5.30445610757285146570e-07	2.01927777150776488817e-11
5.6228e-08                  	1.42593844957123988561e-09	4.94151732212737940872e-11	3.50158239553053817446e-10	5.43377890194025094104e-08	5.30671562853066390903e-07	1.77599164214882286148e-11
5.63352e-08                 	1.42349618663920247832e-09	5.54983130303716464340e-11	5.82863590579916638670e-10	5.24135415300861799411e-08	5.30544038505163059528e-07	1.77693282269711063331e-11
5.64019e-08                 	8.94216585690016723788e-10	5.01286041632973252298e-11	4.98113899966422827929e-10	3.54552590822042848365e-08	3.29128103974580158323e-07	1.25611297089371994621e-11
5.64677e-08                 	8.81298995054731560002e-10	5.60579517028036075443e-11	4.78601113690031685459e-10	3.26717641179277060208e-08	3.24847134906283199802e-07	1.11109824383691937258e-11
5.65335e-08                 	8.81403715616610498322e-10	5.76221096224980461397e-11	4.97006701275119496287e-10	3.19273420542886793144e-08	3.25328917358535763075e-07	1.26502407017837192929e-11
5.66125e-08                 	1.05237548995183410929e-09	6.49470385098521207909e-11	5.59519334042918822371e-10	3.83387097031489559872e-08	3.90234042697715933548e-07	1.34126920330018005504e-11
5.67016e-08                 	1.18411638891866658125e-09	7.86694178097335939865e-11	7.08990142524929479420e-10	4.27944133366161956782e-08	4.40390051110749995767e-07	1.73276484988039577481e-11
5.68086e-08                 	1.41586360209154191515e-09	8.78614140328447147918e-11	7.48552381718030163437e-10	5.12299086595489408770e-08	5.31130522563592065408e-07	2.06102870223816539985e-11
5.69241e-08                 	1.52507102450134668258e-09	9.46741523778179375686e-11	8.29684573747170528559e-10	5.38964471200855899554e-08	5.75064675862181794359e-07	2.59624556001158076153e-11
5.70529e-08                 	1.70100430065242355496e-09	1.16835127040461195817e-10	9.65023950667092275601e-10	5.86205621689111466097e-08	6.41347290830276860798e-07	2.60048399398731683072e-11
5.71919e-08                 	1.83772329824465838120e-09	1.29497919166155032352e-10	1.33577174631848293246e-09	6.22347941321644250900e-08	6.91612325412466505701e-07	2.80439492237021813148e-11
5.73451e-08                 	2.01624069061822903157e-09	1.48480648548976792324e-10	1.59496559156004125740e-09	6.63907015710790124875e-08	7.62566534265147099473e-07	3.44360975254982418593e-11
5.75071e-08                 	2.13712513496738714458e-09	1.84366170396036452627e-10	2.04044759640975405273e-09	7.12711260205054605039e-08	8.06539475864242508648e-07	3.26922994729279732016e-11
